id	ConceptA	ConceptB_Pre	Prerequisite	ca_smog_index	ca_noun_phrases	ca_flesch_reading_ease	ca_number_words	ca_number_sentences	ca_ar_index	core_p_a	cb_smog_index	cb_noun_phrases	cb_flesch_reading_ease	cb_number_words	cb_number_sentences	cb_ar_index	core_p_b	arxiv_common_results_first_1000	core_common_results_first_500	core_p_b_given_a	core_p_a_given_b	core_p_a_and_b	p_ca	p_cb	p_ca_cb	p_ca_given_cb	p_cb_given_ca	page_rank_difference	ca_inlinks	ca_outlinks	cb_inlinks	cb_outlinks	common_neighbors	direct_connections	link_proportion	ngd	pmi	cat_common	ave_tax_simil	max_tax_simil	min_tax_simil
965	Amortized_analysis	Best,_worst_and_average_case	1	14.2	123.0	-10.8	923.0	41.0	14.8	0.044641853	15.6	139.0	40.28	1135.0	49.0	15.2	0.073518875	0.07	0.008	0.99782733	0.605896937	0.044544861	1.343e-06	1.736e-06	1e-08	0.005524862	0.007142857	-1.03101	91	49	130	51	5	1	0.06593	0.28355	11.21233	1.0	0.55303	1.0	0.27273
966	Mathematical_model	Mathematics	1	15.0	611.0	-26.09	4060.0	188.0	15.3	0.040094881	16.2	727.0	24.48	5136.0	239.0	16.8	0.005952824	0.132	0.062	0.115528404	0.778134464	0.004632098	9.379e-06	0.000198152	1e-08	4.8396e-05	0.001022495	-881.3616	741	237	20104	559	37	1	0.15924	0.58717	5.21165	1.0	0.27571	1.0	0.0
967	Database	Computer_science	1	14.9	1241.0	33.04	7878.0	345.0	16.0	0.008835404	17.5	668.0	22.85	4178.0	178.0	18.8	0.033801311	0.004	0.144	0.660330232	0.172605273	0.005834284	4.0919e-05	8.648e-05	0.0	0.0	0.0	-152.949	3843	424	8602	416	16	0	0.05178	0.53016	4.81568	0.0	0.35813	0.5	0.11111
968	Firewall_(computing)	Information_security	1	14.5	347.0	40.69	2030.0	89.0	16.1	0.008102942	16.5	1357.0	24.88	9110.0	418.0	17.4	0.038351739	0.016	0.006	0.774936562	0.163728324	0.006279266	8.938e-06	9.484e-06	1e-08	0.001011122	0.001072961	9.6986	730	202	676	313	11	1	0.03973	0.36481	8.10288	1.0	0.38323	1.0	0.0
969	Concurrency_control	Computer	1	15.8	581.0	26.1	3897.0	162.0	17.2	0.031542271	15.0	1086.0	41.7	8043.0	367.0	15.0	0.013454294	0.006	0.064	0.248623098	0.582872447	0.007842137	2.023e-06	6.193e-05	1e-08	0.000154847	0.004739336	-278.16985	86	125	5688	770	17	1	0.06977	0.6286	5.84252	0.0	0.25397	0.42857	0.0
970	Graphical_model	Probability	1	13.9	195.0	-73.4	883.0	70.0	16.9	0.037960591	15.0	566.0	-69.0	3488.0	148.0	16.0	0.012797536	0.0	0.082	0.273796951	0.81214804	0.010393494	1.774e-06	1.59e-05	1e-08	0.000603136	0.005405405	-107.94609	95	90	1381	277	4	1	0.07368	0.48911	7.96353	0.0	0.37937	0.5	0.2
971	Algorithm	Computing	1	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008985733	17.2	399.0	23.46	2681.0	121.0	18.3	0.008040642	0.011	0.252	0.416219368	0.46514145	0.003740036	3.7994e-05	1.7453e-05	1e-08	0.000549451	0.000252398	83.533	3540	422	1598	222	19	1	0.01723	0.50878	5.65668	0.0	0.19048	0.42857	0.0
972	Data_structure	Data	1	14.2	197.0	41.7	1091.0	49.0	15.6	0.053730291	14.9	144.0	33.75	1358.0	60.0	14.5	0.045174998	0.178	0.41	0.840773379	1.0	0.045174998	7.269e-06	1.31e-05	1e-08	0.000732064	0.001319261	-31.8884	599	159	1216	150	3	1	0.03172	0.464	6.93112	0.0	0.61111	0.66667	0.5
973	Graphical_model	Scientific_modelling	1	13.9	195.0	-73.4	883.0	70.0	16.9	0.037960962	15.6	380.0	26.3	2505.0	132.0	15.7	0.017429729	0.007	0.116	0.338363407	0.736936333	0.0128446	1.774e-06	4.517e-06	1e-08	0.002123142	0.005405405	-21.46869	95	90	299	172	2	1	0.01053	0.5276	7.36367	0.0	0.35556	0.6	0.14286
974	Statistical_hypothesis_testing	Random_variable	1	14.6	1048.0	11.41	8252.0	455.0	13.9	0.030167948	13.6	903.0	-385.37	5092.0	184.0	19.2	0.026982415	0.002	0.088	0.560143081	0.626273351	0.016898367	6.521e-06	8.899e-06	1e-08	0.001077586	0.001470588	-27.9023	474	206	757	171	9	1	0.10338	0.29765	9.31935	0.0	0.49	0.66667	0.25
975	Eigenvalues_and_eigenvectors	Matrix_(mathematics)	1	14.7	1765.0	-476.4	9993.0	382.0	17.9	0.073247924	14.9	2068.0	-163.08	10764.0	400.0	16.6	0.01730995	0.003	0.002	0.235784121	0.997732353	0.017270697	1.3522e-05	1.7309e-05	1.9e-08	0.001108033	0.00141844	-36.8616	1065	345	1331	474	78	2	0.19718	0.22015	9.43684	0.0	0.42857	0.66667	0.0
976	Bioinformatics	Algorithm	1	17.2	869.0	22.34	5260.0	224.0	19.0	0.001541055	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008985733	0.004	0.016	0.445363179	0.076379895	0.000686329	1.9333e-05	3.7994e-05	1e-08	0.000252398	0.000496032	-132.1383	1665	351	3540	422	15	1	0.04144	0.49589	5.77522	0.0	0.28384	0.66667	0.0
977	Random_walk	Markov_chain	1	12.7	857.0	-85.21	5544.0	247.0	13.9	0.015084783	13.5	2305.0	-443.78	12250.0	424.0	17.3	0.010216836	0.012	0.046	0.263344842	0.388818957	0.0039725	4.757e-06	6.147e-06	1.9e-08	0.003120125	0.004032258	-2.0232	300	196	397	244	16	2	0.08667	0.28233	9.99616	0.0	0.48611	0.66667	0.25
978	Functional_programming	Variable_(computer_science)	1	15.7	845.0	33.34	4715.0	228.0	17.1	0.018380918	13.3	223.0	48.94	2320.0	104.0	14.4	0.042196294	0.013	0.006	0.773089073	0.336761494	0.014210087	1.0021e-05	4.977e-06	1e-08	0.001926782	0.000956938	7.8542	770	275	385	134	21	1	0.05065	0.31715	9.2655	0.0	0.37594	0.71429	0.0
979	Debugging	Control_flow	1	14.0	338.0	51.07	2304.0	104.0	14.2	0.000252788	13.7	737.0	40.69	5097.0	208.0	15.3	0.036332588	0.003	0.002	0.861200412	0.005991907	0.000217701	5.015e-06	5.687e-06	1e-08	0.001686341	0.001912046	-9.7897	396	127	392	201	11	1	0.06061	0.29864	9.49843	0.0	0.41667	0.5	0.33333
980	NP-completeness	Computer_science	1	14.4	346.0	22.65	2157.0	93.0	16.4	0.003898144	17.5	668.0	22.85	4178.0	178.0	18.8	0.033801768	0.005	0.076	0.637649273	0.073536057	0.002485649	6.387e-06	8.648e-05	1e-08	0.000110889	0.001501502	-305.043	487	179	8602	416	10	1	0.14784	0.52159	6.32922	0.0	0.21141	0.5	0.0
981	Transaction_processing	Database	1	15.8	183.0	39.47	1656.0	69.0	17.6	0.013226462	14.9	1241.0	33.04	7878.0	345.0	16.0	0.008835467	0.014	0.12	0.246430197	0.36889951	0.0032594	2.234e-06	4.0919e-05	1.9e-08	0.000468713	0.008583691	-167.594	172	61	3843	424	9	2	0.31977	0.41589	8.60461	0.0	0.57672	0.71429	0.42857
982	Artificial_intelligence	Computational_science	1	14.9	1993.0	41.9	12943.0	606.0	15.7	0.007918473	18.6	340.0	11.65	1922.0	65.0	21.1	0.031651169	0.011	0.152	0.692069398	0.173141563	0.005480133	4.8121e-05	4.459e-06	0.0	0.0	0.0	128.4922	4442	576	300	165	11	0	0.00473	0.55459	6.20404	0.0	0.25816	0.71429	0.0
983	Statistics	Arithmetic	1	16.1	797.0	32.73	6004.0	284.0	16.4	0.01257058	14.6	421.0	41.6	3564.0	161.0	14.0	0.001708426	0.001	0.004	0.044152584	0.324874151	0.000555024	4.5359e-05	9.312e-06	0.0	0.0	0.0	242.955	4306	424	703	268	6	0	0.00581	0.5849	5.27187	0.0	0.11602	0.5	0.0
984	Numerical_analysis	Eigenvalues_and_eigenvectors	1	14.5	558.0	-183.08	3035.0	159.0	15.9	0.046701843	14.7	1765.0	-476.4	9993.0	382.0	17.9	0.073247924	0.01	0.036	0.997631735	0.636075925	0.046591241	1.1834e-05	1.3522e-05	1e-08	0.00070922	0.000810373	-10.7529	979	255	1065	345	19	1	0.06844	0.3265	8.23182	1.0	0.29881	1.0	0.0
985	Virtual_memory	Operating_system	1	16.5	462.0	36.83	2905.0	105.0	17.5	0.010034869	14.7	1271.0	40.58	8814.0	374.0	15.2	0.040098077	0.003	0.084	0.748653725	0.187356667	0.007512642	5.687e-06	5.283e-05	1.9e-08	0.000363042	0.003372681	-288.3595	414	179	5021	488	41	2	0.46135	0.35029	8.74771	0.0	0.3	0.4	0.2
986	Imperative_programming	Programming_language	1	15.0	182.0	42.51	1220.0	55.0	15.8	0.005812374	14.9	684.0	41.8	6037.0	277.0	15.8	0.012102994	0.162	0.43	0.830336078	0.398762812	0.004826224	6.089e-06	2.805e-05	1e-08	0.00034188	0.001574803	-137.8849	498	137	2530	395	40	1	0.33735	0.29646	9.28493	0.0	0.45833	0.66667	0.25
987	Pushdown_automaton	Computer_science	1	13.6	577.0	-438.87	2980.0	107.0	20.4	0.000242602	17.5	668.0	22.85	4178.0	178.0	18.8	0.033801776	0.01	0.03	0.865584753	0.006212482	0.000209993	1.352e-06	8.648e-05	1e-08	0.000110889	0.007092199	-328.88334	70	71	8602	416	2	1	0.28571	0.54582	7.27972	0.0	0.33977	0.5	0.27273
988	Context-free_grammar	Computer_science	1	13.5	993.0	-116.48	5383.0	192.0	17.4	0.033249317	17.5	668.0	22.85	4178.0	178.0	18.8	0.033801776	0.013	0.06	0.582264718	0.57274813	0.019359904	3.491e-06	8.648e-05	1e-08	0.000110889	0.002747253	-317.7306	215	149	8602	416	6	1	0.26047	0.50406	7.14624	0.0	0.30208	0.45455	0.0
989	Data_type	Programming_language	1	13.2	337.0	44.64	2435.0	141.0	12.9	0.054922126	14.9	684.0	41.8	6037.0	277.0	15.8	0.012102994	0.012	0.04	0.187913449	0.852731684	0.010320606	5.668e-06	2.805e-05	1e-08	0.00034188	0.001692047	-121.5248	420	171	2530	395	25	1	0.36429	0.30108	9.39575	0.0	0.55357	0.71429	0.33333
990	Algorithm	Computability	1	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008985733	13.7	435.0	7.45	3310.0	154.0	14.1	8.3682e-05	0.011	0.018	0.005559882	0.597020554	4.996e-05	3.7994e-05	1.515e-06	1.9e-08	0.012658228	0.000504796	196.58508	3540	422	64	94	20	2	0.00565	0.46217	8.68993	0.0	0.45988	0.6	0.27273
991	Software_engineering	Debugging	1	16.5	496.0	25.08	2767.0	132.0	18.2	0.020688552	14.0	338.0	51.07	2304.0	104.0	14.2	0.000252788	0.036945813	0.016	0.011024684	0.902275352	0.000228085	1.3924e-05	5.015e-06	1e-08	0.001912046	0.000688705	42.5662	1260	192	396	127	8	1	0.02302	0.40221	8.08695	0.0	0.41548	0.5	0.33333
992	Turing_machine	Computer_science	1	13.1	1444.0	27.52	8087.0	435.0	14.0	0.006242143	17.5	668.0	22.85	4178.0	178.0	18.8	0.033801776	0.042	0.128	0.771462591	0.142465297	0.00481558	6.905e-06	8.648e-05	1.9e-08	0.000221779	0.002777778	-300.1175	450	270	8602	416	20	2	0.17778	0.50574	6.59522	0.0	0.29078	0.66667	0.0
993	Programming_language	Computer_programming	1	14.9	684.0	41.8	6037.0	277.0	15.8	0.012102994	15.8	357.0	33.65	2294.0	104.0	16.5	0.014925215	0.344	0.436	0.534952626	0.433797988	0.006474528	2.805e-05	1.6082e-05	1.9e-08	0.001192606	0.000683761	78.0529	2530	395	1410	267	47	2	0.07866	0.31364	8.02775	0.0	0.39881	0.66667	0.25
994	Parallel_computing	Shared_memory	1	16.1	1031.0	16.83	6451.0	307.0	16.5	0.01757526	15.5	177.0	41.5	1066.0	48.0	15.4	0.012936961	0.079	0.12	0.325201007	0.441795591	0.005715492	1.169e-05	2.982e-06	1e-08	0.003215434	0.000820345	29.2922	861	358	212	99	18	1	0.0302	0.34994	9.38018	1.0	0.63492	1.0	0.33333
995	Numerical_analysis	Approximation	1	14.5	558.0	-183.08	3035.0	159.0	15.9	0.046701843	14.3	152.0	-30.69	1173.0	56.0	14.3	0.008406518	0.019	0.2	0.158017382	0.877854865	0.007379703	1.1834e-05	4.632e-06	1.9e-08	0.004140787	0.001620746	36.2084	979	255	376	107	10	2	0.01634	0.43631	7.66778	1.0	0.45	1.0	0.2
996	Software_development	Software_engineering	1	16.4	514.0	24.68	3302.0	177.0	17.9	0.036504527	16.5	496.0	25.08	2767.0	132.0	18.2	0.020688552	0.568	0.318	0.480880633	0.848504033	0.01755432	1.2668e-05	1.3924e-05	1.9e-08	0.00137741	0.001514005	-11.4995	1103	218	1260	192	18	2	0.07162	0.33156	8.05489	0.0	0.41071	0.71429	0.14286
997	Computer_programming	Data_structure	1	15.8	357.0	33.65	2294.0	104.0	16.5	0.014925215	14.2	197.0	41.7	1091.0	49.0	15.6	0.053730322	0.002	0.06	0.875681479	0.243246898	0.013069734	1.6082e-05	7.269e-06	0.0	0.0	0.0	23.3255	1410	267	599	159	15	0	0.03759	0.36606	8.19756	0.0	0.54762	0.66667	0.42857
998	Abstraction_(computer_science)	Computer_programming	1	16.6	425.0	35.71	3588.0	132.0	18.5	0.034077785	15.8	357.0	33.65	2294.0	104.0	16.5	0.014925215	0.058	0.022	0.415464198	0.948602733	0.0141581	3.136e-06	1.6082e-05	1e-08	0.000596303	0.003058104	-70.4354	178	149	1410	267	15	1	0.11236	0.41817	8.54225	0.0	0.38988	0.66667	0.25
999	Operating_system	Computer_programming	1	14.7	1271.0	40.58	8814.0	374.0	15.2	0.040098093	15.8	357.0	33.65	2294.0	104.0	16.5	0.014925215	0.0	0.072	0.287647475	0.772793905	0.011534115	5.283e-05	1.6082e-05	1e-08	0.000596303	0.000181521	236.6769	5021	488	1410	267	21	1	0.0231	0.46475	6.26027	0.0	0.52778	0.55556	0.5
1000	Knowledge_representation_and_reasoning	Algorithm	1	14.2	597.0	44.14	3709.0	181.0	14.2	0.073284589	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008985733	0.0	0.0	0.122472966	0.998847984	0.008975381	4.037e-06	3.7994e-05	0.0	0.0	0.0	-182.3701	292	129	3540	422	6	0	0.02397	0.64307	4.98553	0.0	0.40398	0.66667	0.09091
1001	String_(computer_science)	Data_(computing)	1	13.8	639.0	40.79	4486.0	191.0	14.0	0.03484561	13.6	253.0	44.44	2130.0	117.0	12.1	0.04694817	0.002	0.002	0.759033062	0.56336531	0.02644897	8.487e-06	2.915e-06	1e-08	0.003289474	0.001129944	31.4332	637	248	157	147	14	1	0.00785	0.47051	7.86969	0.0	0.2619	0.66667	0.0
1002	Multi-core_processor	Parallel_computing	1	15.4	797.0	35.17	4304.0	218.0	16.2	0.014089527	16.1	1031.0	16.83	6451.0	307.0	16.5	0.01757526	0.003	0.128	0.429627493	0.344418706	0.006053248	1.0539e-05	1.169e-05	1.9e-08	0.001640689	0.001819836	-4.4794	801	298	861	358	51	2	0.11236	0.26039	9.25386	1.0	0.45238	1.0	0.0
1003	Parsing	Computer_programming	1	13.4	424.0	50.26	3129.0	146.0	14.0	0.000397373	15.8	357.0	33.65	2294.0	104.0	16.5	0.014925223	0.005	0.024	0.755956636	0.020126788	0.000300397	6.588e-06	1.6082e-05	0.0	0.0	0.0	-49.196	514	173	1410	267	10	0	0.04864	0.44234	7.33428	0.0	0.3436	0.55556	0.0
1004	Algorithm	Logic	1	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008985733	16.1	1002.0	22.04	6809.0	271.0	16.5	0.004820788	0.001	0.046	0.127834271	0.238277376	0.001148685	3.7994e-05	2.8021e-05	1e-08	0.000342231	0.000252398	36.431	3540	422	2529	393	37	1	0.02119	0.51236	5.29247	0.0	0.371	0.66667	0.0
1005	Software_engineering	Object-oriented_programming	1	16.5	496.0	25.08	2767.0	132.0	18.2	0.020688552	14.4	904.0	42.61	5461.0	300.0	16.0	0.014355192	0.025	0.11	0.315823556	0.455161588	0.006533932	1.3924e-05	1.9045e-05	0.0	0.0	0.0	-20.7423	1260	192	1644	342	8	0	0.06508	0.36476	7.53288	0.0	0.34199	0.42857	0.27273
1006	Software_engineering	Programming_language	1	16.5	496.0	25.08	2767.0	132.0	18.2	0.020688552	14.9	684.0	41.8	6037.0	277.0	15.8	0.012103017	0.012	0.124	0.252497983	0.431612846	0.005223818	1.3924e-05	2.805e-05	1.9e-08	0.000683761	0.00137741	-100.18	1260	192	2530	395	12	2	0.06825	0.41141	6.97967	0.0	0.36012	0.42857	0.25
1007	3D_computer_graphics	Algorithm	1	14.2	190.0	42.51	1316.0	65.0	14.5	0.016966947	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008985733	0.001	0.14	0.307408143	0.580451025	0.005215778	2.385e-05	3.7994e-05	1e-08	0.000252398	0.000402091	-119.0475	2328	159	3540	422	6	1	0.02062	0.56546	4.76808	0.0	0.37503	0.71429	0.09091
1008	Game_theory	Linear_programming	0	15.0	1502.0	34.76	8345.0	381.0	15.2	0.025975451	14.1	1159.0	-210.38	6162.0	318.0	16.1	0.022856462	0.006	0.036	0.497376215	0.565248084	0.012919571	1.6983e-05	7.173e-06	1e-08	0.001336898	0.000564653	54.4445	1291	480	477	271	13	1	0.02324	0.40931	7.8323	1.0	0.30276	1.0	0.0
1009	Distributed_computing	Database	0	15.3	544.0	35.57	3775.0	192.0	15.5	0.023434682	14.9	1241.0	33.04	7878.0	345.0	16.0	0.008835467	0.003	0.07	0.21365499	0.566686134	0.005006937	1.1623e-05	4.0919e-05	1.9e-08	0.000468713	0.001650165	-131.7236	1012	200	3843	424	16	2	0.08202	0.45447	6.64156	0.0	0.39683	0.42857	0.33333
1010	Software_development	Image_processing	0	16.4	514.0	24.68	3302.0	177.0	17.9	0.036504543	16.8	192.0	23.97	765.0	49.0	20.0	0.019962536	0.0	0.098	0.368448423	0.673764149	0.013450041	1.2668e-05	6.579e-06	0.0	0.0	0.0	21.9956	1103	218	606	80	2	0	0.00272	0.65991	4.3921	0.0	0.13333	0.33333	0.0
1011	Linear_programming	P_versus_NP_problem	0	14.1	1159.0	-210.38	6162.0	318.0	16.1	0.022856462	14.2	916.0	-19.66	5891.0	242.0	15.0	0.053357708	0.009	0.006	0.889769759	0.381144345	0.020336989	7.173e-06	4.632e-06	1e-08	0.002070393	0.001336898	6.3123	477	271	275	208	15	1	0.03774	0.33641	9.32632	0.0	0.26464	0.6	0.0
1012	C_(programming_language)	Functional_programming	0	14.5	1031.0	41.09	7112.0	314.0	15.3	0.048280487	15.7	845.0	33.34	4715.0	228.0	17.1	0.018380926	0.047	0.064	0.312939816	0.821987241	0.015108887	6.7646e-05	1.0021e-05	1.9e-08	0.001913876	0.000283527	168.8364	6547	507	770	275	26	2	0.02826	0.40937	7.42358	0.0	0.30344	0.5	0.0
1013	Game_theory	Computational_complexity_theory	0	15.0	1502.0	34.76	8345.0	381.0	15.2	0.025975474	14.3	839.0	7.45	5500.0	227.0	14.6	0.030949178	0.02375	0.156	0.964702252	0.809669268	0.025058599	1.6983e-05	9.734e-06	1e-08	0.000985222	0.000564653	24.0626	1291	480	788	227	14	1	0.02711	0.41522	7.33049	0.0	0.35119	0.42857	0.25
1014	Image_processing	MATLAB	0	16.8	192.0	23.97	765.0	49.0	20.0	0.019962544	12.3	433.0	47.49	2054.0	99.0	13.3	0.001629526	0.008	0.128	0.050919331	0.623788312	0.001016479	6.579e-06	1.051e-05	1e-08	0.000912409	0.001457726	-3.1769	606	80	744	352	4	1	0.0297	0.41576	7.54512	0.0	0.1478	0.55556	0.0
1015	Medicine	Problem_solving	0	15.6	1153.0	33.85	7290.0	347.0	16.7	0.007011468	15.9	681.0	37.34	5462.0	206.0	18.0	0.028637213	0.001	0.02	0.407754459	0.099833643	0.002858957	8.4725e-05	7.701e-06	1e-08	0.00124533	0.000113186	372.7688	8153	682	504	299	11	1	0.00209	0.67568	4.2746	0.0	0.17758	0.42857	0.0
1016	Computer_graphics	Artificial_intelligence	0	15.0	1178.0	40.08	7547.0	332.0	15.9	0.013944146	14.9	1993.0	41.9	12943.0	606.0	15.7	0.007918473	0.006	0.146	0.240354006	0.423254743	0.003351531	1.7472e-05	4.8121e-05	0.0	0.0	0.0	-70.9687	1382	440	4442	576	17	0	0.05065	0.51068	5.73728	0.0	0.44841	0.71429	0.25
1017	Functional_programming	Numerical_analysis	0	15.7	845.0	33.34	4715.0	228.0	17.1	0.018380926	14.5	558.0	-183.08	3035.0	159.0	15.9	0.046702025	0.001	0.08	0.856712319	0.33718379	0.015747166	1.0021e-05	1.1834e-05	0.0	0.0	0.0	-18.0529	770	275	979	255	11	0	0.01688	0.49605	6.33409	0.0	0.37323	0.5	0.27273
1018	Data_structure	Numerical_analysis	0	14.2	197.0	41.7	1091.0	49.0	15.6	0.053730575	14.5	558.0	-183.08	3035.0	159.0	15.9	0.046702025	0.0	0.09	0.750170192	0.863069119	0.040307076	7.269e-06	1.1834e-05	0.0	0.0	0.0	2.4791	599	159	979	255	4	0	0.03673	0.42345	7.45539	0.0	0.48519	0.55556	0.4
1019	High-level_programming_language	Microprocessor	0	16.4	226.0	31.62	1522.0	66.0	18.6	0.049972179	14.4	1239.0	49.75	7180.0	334.0	15.2	0.000217023	0.0	0.006	0.004152146	0.956082309	0.000207492	3.893e-06	1.9745e-05	1e-08	0.000485673	0.002463054	-81.6586	281	125	1698	361	8	1	0.07117	0.45694	7.61541	0.0	0.27778	0.33333	0.0
1020	Cache_coherence	Vector_processor	0	14.4	213.0	50.67	1600.0	80.0	13.0	0.002978444	15.2	322.0	31.31	2255.0	95.0	15.6	0.013559058	0.0225	0.046	0.310735242	0.068257505	0.000925507	1.947e-06	2.8e-06	0.0	0.0	0.0	-1.89014	130	73	177	115	2	0	0.04615	0.3226	10.25252	1.0	0.65675	1.0	0.33333
1021	Database	Logic_programming	0	14.9	1241.0	33.04	7878.0	345.0	16.0	0.008835467	14.7	666.0	42.72	3846.0	206.0	15.3	0.007799713	0.008	0.034	0.205420832	0.232699478	0.001814989	4.0919e-05	4.392e-06	1e-08	0.002183406	0.000234357	165.0629	3843	424	286	172	8	1	0.00546	0.53693	6.48196	0.0	0.27116	0.55556	0.11111
1022	Numerical_analysis	Computational_geometry	0	14.5	558.0	-183.08	3035.0	159.0	15.9	0.046702033	16.9	265.0	30.09	1602.0	63.0	18.5	0.012492532	0.002	0.126	0.223710054	0.836316808	0.010447714	1.1834e-05	4.363e-06	0.0	0.0	0.0	44.8581	979	255	309	146	9	0	0.02145	0.39917	8.34322	0.0	0.30952	0.42857	0.25
1023	Formal_methods	Concurrency_(computer_science)	0	16.3	378.0	29.79	2128.0	84.0	18.4	0.038870547	16.6	222.0	25.59	1103.0	65.0	18.9	0.03381904	0.005	0.002	0.585036369	0.672422518	0.022740684	3.625e-06	2.954e-06	0.0	0.0	0.0	-3.5884	231	147	209	99	9	0	0.03896	0.324	9.76835	0.0	0.57937	0.71429	0.33333
1024	Linguistics	Sequence_alignment	0	16.1	1020.0	30.3	7058.0	303.0	17.9	0.000817966	16.0	686.0	28.17	4740.0	184.0	19.0	0.01671767	0.002	0.012	0.412034224	0.020160116	0.00033703	5.9763e-05	4.114e-06	1e-08	0.002331002	0.000160462	374.2234	5840	392	251	178	4	1	0.0	0.0	0.0	0.0	0.10847	0.14286	0.0
1025	Programming_paradigm	Computational_complexity_theory	0	16.1	217.0	32.73	1772.0	81.0	16.9	0.00746856	14.3	839.0	7.45	5500.0	227.0	14.6	0.030949194	0.0	0.102	0.747052292	0.180276268	0.005579405	6.08e-06	9.734e-06	0.0	0.0	0.0	-31.6062	449	185	788	227	3	0	0.01114	0.54695	6.04684	0.0	0.44781	0.55556	0.33333
1026	Open_source	Python_(programming_language)	0	14.2	1318.0	43.12	6974.0	430.0	15.8	0.041408625	12.9	1109.0	46.67	5832.0	321.0	12.9	0.012348492	0.017	0.0	0.224822211	0.753904121	0.009309579	5.5668e-05	4.0047e-05	0.0	0.0	0.0	74.606	5399	406	3644	532	8	0	0.07742	0.35745	6.63511	0.0	0.16224	0.66667	0.0
1027	Information_theory	Computer_architecture	0	16.5	745.0	-98.54	4503.0	159.0	18.1	0.046395561	14.9	453.0	35.78	2621.0	140.0	14.9	0.016181827	0.0	0.046	0.295544619	0.847367746	0.013711958	1.0904e-05	6.262e-06	0.0	0.0	0.0	17.3113	822	315	488	165	4	0	0.01217	0.48092	6.86573	0.0	0.45853	0.55556	0.4
1028	Data_model	Communication	0	14.4	659.0	35.27	4438.0	227.0	14.2	0.053777394	15.3	721.0	34.76	5527.0	284.0	16.2	0.011817351	0.0	0.058	0.185314459	0.843313243	0.009965729	3.519e-06	2.8683e-05	1e-08	0.000334336	0.002724796	-139.4445	182	185	2743	248	2	1	0.00549	0.77964	3.2282	0.0	0.14286	0.14286	0.14286
1029	Machine_learning	Natural_language	0	15.9	581.0	31.21	3811.0	160.0	17.7	0.014001854	17.9	85.0	26.64	551.0	20.0	20.4	0.030092701	0.005	0.078	0.598080274	0.278281184	0.008374232	1.5161e-05	6.224e-06	1e-08	0.001540832	0.000632511	-1.3013	1294	287	508	141	3	1	0.01546	0.45681	7.15315	0.0	0.33333	0.66667	0.0
1030	Computational_chemistry	Software_design	0	16.1	691.0	25.08	3840.0	187.0	17.2	0.012088421	14.1	318.0	36.39	2243.0	123.0	14.6	0.027267994	0.0	0.12	0.571469505	0.253343306	0.006908164	6.31e-06	2.752e-06	0.0	0.0	0.0	10.0431	416	242	152	135	2	0	0.0024	0.58355	6.20916	0.0	0.13889	0.55556	0.0
1031	Parallel_computing	Automata_theory	0	16.1	1031.0	16.83	6451.0	307.0	16.5	0.01757526	13.5	436.0	39.23	2464.0	179.0	12.0	0.024912436	0.007	0.022	0.539680723	0.380734711	0.009485029	1.169e-05	3.107e-06	0.0	0.0	0.0	32.4919	861	358	179	145	3	0	0.00929	0.46	7.92385	0.0	0.4	0.4	0.4
1032	Parametric_polymorphism	Floating_point	0	14.0	236.0	11.11	1258.0	75.0	15.1	0.004068774	14.0	1601.0	-65.65	11686.0	498.0	14.9	0.035261888	0.001	0.052	0.683914242	0.078915012	0.002782692	1.573e-06	9.647e-06	0.0	0.0	0.0	-57.48	95	69	766	240	5	0	0.02105	0.55051	7.00648	0.0	0.15278	0.33333	0.0
1033	Query_optimization	Database_normalization	0	14.7	290.0	41.9	2003.0	98.0	14.3	0.006649126	15.8	203.0	36.63	1227.0	49.0	17.7	0.011666383	0.02	0.118	0.331799422	0.189105419	0.002206176	1.218e-06	2.215e-06	0.0	0.0	0.0	-5.43348	63	64	128	103	3	0	0.07937	0.28912	11.50218	0.0	0.54127	0.71429	0.33333
1034	Semantics	Programming_language	0	15.7	344.0	40.28	2687.0	119.0	16.3	0.001102362	14.9	684.0	41.8	6037.0	277.0	15.8	0.012103065	0.047	0.15	0.854648	0.07784241	0.000942132	1.4845e-05	2.805e-05	1.9e-08	0.000683761	0.00129199	-28.956	1248	300	2530	395	30	2	0.04647	0.4588	6.42519	0.0	0.29016	0.42857	0.11111
1035	Complexity	Probability	0	16.3	333.0	22.95	2798.0	122.0	16.8	0.009517891	15.0	566.0	-69.0	3488.0	148.0	16.0	0.012797647	0.0	0.074	0.355421447	0.264334737	0.003382863	4.718e-06	1.59e-05	1e-08	0.000603136	0.00203252	-90.9187	326	166	1381	277	8	1	0.03988	0.48745	7.07775	0.0	0.33815	0.55556	0.0
1036	Computer_graphics	Computational_chemistry	0	15.0	1178.0	40.08	7547.0	332.0	15.9	0.013944154	16.1	691.0	25.08	3840.0	187.0	17.2	0.012088421	0.008	0.166	0.363746701	0.41958665	0.00507214	1.7472e-05	6.31e-06	0.0	0.0	0.0	56.062	1382	440	416	242	12	0	0.00289	0.62662	5.02455	0.0	0.40278	0.55556	0.25
